序号,项目名称,房源描述,建筑面积,户型,楼层,总层数,朝向,建筑年代,单价（元/平米）,总价（万元）,所属学校,距离学校,所在区县,学区内小区个数,普通,小班教学,区重点,体育类,艺术类,语文类,双语,科技类,名校附属,市重点,外语类
6438,美政花苑,"美政花苑标准大3房,全明户型,中部楼层,采光好,房东诚售!",77,3室1厅,低层,6,南向,1998,38961,300,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6439,新城时代广场,东站双 精装公寓 总价低 利用面积大 看房随时,38,2室1厅,中层,28,南北向,2008,21316,81,四季青小学,0.25km,城东新城,8个小区,是,是,否,是,否,否,否,否,否,否,否
6440,嘉绿青苑,"嘉绿青苑,嘉绿苑,一梯两户,户型正气,随时看房",121,3室2厅,低层,18,南向,2008,40249,485,文三街小学教育集团嘉绿苑小学,0.22km,西湖,12个小区,否,是,是,否,否,否,否,否,是,否,否
6441,美政花苑,"小刘精选!美政北区商品房,送3年前婚房精装,一梯两户视线开阔",68,2室1厅,高层,7,南向,1999,38235,260,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6442,新城时代广场,新城时代广场 主卧朝东 精装修 楼下就是口 出行方便,93,3室1厅,低层,25,南向,2012,24077,225,四季青小学,0.25km,城东新城,8个小区,是,是,否,是,否,否,否,否,否,否,否
6443,新城时代广场,新城时代广场 热搜酒店式公寓 总价低,47,1室1厅,中层,27,东向,2008,19787,93,四季青小学,0.25km,城东新城,8个小区,是,是,否,是,否,否,否,否,否,否,否
6444,浪琴翠园,"卖鱼桥文津校区,08年电梯房,两南一北西边套,送25w硬装修",120,3室2厅,中层,11,南北向,2000,34167,410,杭州市湖墅学校,0.19km,湖墅,5个小区,是,是,否,否,否,否,否,否,否,否,否
6445,浪琴翠园,2005年房龄精装三房全朝南的全明边套站在阳台一览无余心情好,113,3室2厅,高层,12,南向,2005,33742,380,杭州市湖墅学校,0.19km,湖墅,5个小区,是,是,否,否,否,否,否,否,否,否,否
6446,浪琴翠园,"05年次新房,中间楼层,电梯房,采光好,精装拎包",123,4室2厅,中层,11,南北向,2003,32600,400,杭州市湖墅学校,0.19km,湖墅,5个小区,是,是,否,否,否,否,否,否,否,否,否
6447,浪琴翠园,"浪琴翠园,清爽3房,两房南户型正气,好楼层,采光无遮挡!",86,3室2厅,高层,6,南向,2005,27966,240,杭州市湖墅学校,0.19km,湖墅,5个小区,是,是,否,否,否,否,否,否,否,否,否
6448,美政花苑,复兴板块美政花苑全明大两房主卧带阳台户型正气全天采光免双税,79,2室2厅,高层,6,南向,2000,40506,320,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6449,美政花苑,"真、美政花苑、两室一厅、中楼层、清爽装修、新房置换,急用钱",48,2室1厅,中层,7,南向,1999,38125,183,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6450,天虹公寓,天虹公寓 古墩路和浙大紫金港 周边配套成熟 房东诚心售,50,2室1厅,中层,23,南北向,2010,30827,155,杭州市三墩小学,1.08km,西湖,11个小区,否,是,否,否,否,否,是,否,否,是,否
6451,浪琴翠园,"05年次新房,中间楼层,电梯房,采光好,精装拎包",123,4室2厅,中层,11,南北向,2003,30970,380,杭州市湖墅学校,0.19km,湖墅,5个小区,是,是,否,否,否,否,否,否,否,否,否
6452,美政花苑,美政花精装联是三房 配套齐全不行好采光无遮挡 随时看房有钥匙,83,3室1厅,高层,7,南北向,1999,30797,255,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6453,美政花苑,美政花苑 房东诚心出售 等待有缘的你,86,2室2厅,高层,7,南北向,1998,42879,370,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6454,美政花苑,李浩推荐 美政大3房 两房朝南户型好 采光佳南北通透一梯两户,72,2室2厅,高层,7,南北向,1998,33033,238,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6455,美政花苑,"真、房、源,复兴板块商品房,美政花苑、民航两室两厅、带阁楼",86,2室2厅,高层,7,南向,2010,29667,256,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6456,美政花苑,"店长强推:美政花苑,大两房,可改3房,架空2楼,全明西边套、",77,2室2厅,低层,7,南向,1998,40523,310,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6457,美政花苑,美政花苑小户型全明正气厨卫分离中间楼层主卧朝南带阳台诚售,37,1室1厅,中层,7,南向,1999,36320,135,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6458,美政花苑,"美政全明户型,客厅带窗,楼层适中,房东诚心出售,看房方便!",89,3室2厅,中层,7,南北向,1999,39326,350,杭州市上城区教育学院附属小学,0.40km,南星,7个小区,否,是,是,否,否,否,是,否,否,否,否
6459,金隅田员外,金隅田园外 低总价 纯毛坯装修自由 诚心出售,89,3室2厅,高层,22,南北向,2016,26966,240,省教科院附属小学(田园校区),0.41km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
6460,金隅田员外,"金隅顶楼两房户型,附带大露台,总价低付款方式好还有再谈",88,2室2厅,高层,20,南北向,2015,27693,245,省教科院附属小学(田园校区),0.41km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
6461,金隅田员外,半山田园板块 毛坯现房124方 300万 300万还在等什么,124,3室2厅,中层,20,南北向,2014,24194,300,省教科院附属小学(田园校区),0.41km,半山,5个小区,是,否,否,否,否,否,否,是,否,否,否
6462,朗诗国际街区,朗诗跃层精装50多万 两房加个书房 面积30方 不要,82,3室2厅,中层,28,南北向,2010,30244,248,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6463,左邻右舍,25万婚房精装修房东置换泊林印象九堡价格很低的商品房诚心急卖,67,2室1厅,高层,16,南北向,2009,26866,180,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6464,左邻右舍,左邻右舍 精装两房 总价低 小区自带泳池 毗邻东城时代广场,56,2室1厅,中层,18,南北向,2009,33929,190,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6465,左邻右舍,精装修!大3房!口!10万!这个价位不买更待何时!!,126,3室2厅,中层,18,南北向,2009,23730,299,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6466,后市街,南宋御街定安路口 2楼边套 厨卫全明 南北通透 房东急降,50,2室1厅,低层,7,南北向,1994,42000,210,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6467,后市街,"西湖边,南宋御街旁,标准两室,两房朝南带双阳台,业主急售!",60,2室1厅,中层,7,南向,1994,39167,235,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6468,朗诗国际街区,朗诗国际 20万精装修 高 230万 送车位 动静分离,87,2室2厅,高层,32,南向,2010,26304,230,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6469,朗诗国际街区,朗诗国际街区 2室2厅 81平,81,2室2厅,高层,32,南北向,2009,27778,225,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6470,朗诗国际街区,"朗诗国际 一年四季恒温,江景房,居住房舒适!",82,2室2厅,高层,32,南北向,2010,19512,160,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6471,左邻右舍,左邻右舍 新出小户型 精装修 全南户型 小区自带泳池 可,56,1室2厅,高层,16,南向,2009,33911,189.9,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6472,伊萨卡国际城,伊萨卡鹭江园 豪装50万 带地暖 家具电全送 边套大四房,138,4室2厅,低层,11,南北向,2009,19928,275,杭州经济技术开发区学正小学,0.30km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6473,后市街,"定安路口,单价低一室一厅,楼层好,采光好,南北通透!!",41,1室1厅,中层,7,南北向,2010,35366,145,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6474,后市街,沿线 赠送15方大院 采光,51,2室1厅,低层,7,南北向,2010,43137,220,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6475,左邻右舍,左邻右舍全明边套两房朝南纯毛坯,110,3室2厅,高层,16,南北向,2009,28636,315,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6476,朗诗国际街区,朗诗国际 精装60多万 直面江景 家具家电全送,138,3室2厅,低层,31,南北向,2010,23913,330,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6477,朗诗国际街区,"朗诗国际高科技小区,适合自住,屋内四季如春,江景可好看了",88,2室2厅,中层,31,南北向,2010,22841,201,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6478,朗诗国际街区,"朗诗跃层 两房简装 目前82方两房价格低,欢迎致电!!!",82,2室2厅,中层,32,南北向,2010,22561,185,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6479,伊萨卡国际城,"坐享品质生活,放飞自我,品百里江河美景。",138,3室2厅,高层,34,南北向,2000,18841,260,杭州经济技术开发区学正小学,0.30km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6480,伊萨卡国际城,"大四房,三房朝阳户型,三个阳台,现在房东痛心让价急售",177,3室2厅,中层,33,南北向,2008,15254,270,杭州经济技术开发区学正小学,0.30km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6481,后市街,后市街 一室一厅一卫 清爽装修,42,1室1厅,低层,7,,1997,41667,175,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6482,朗诗国际街区,朗诗国际豪装跃层 两房诚心出售景观好 朗诗高性价一套,82,2室2厅,中层,31,南北向,2010,25366,208,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6483,朗诗国际街区,"朗诗国际街区,开发商统一精装修,三恒系统诚心出售",81,2室2厅,中层,32,南北向,2010,22143,180,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6484,左邻右舍,全新装修从未居住过客厅带阳台正对小区花园豪装修60万急售,94,3室2厅,中层,11,南向,2009,25465,238.56,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6485,左邻右舍,新上边套户型纯毛胚正对小区位置金九银十再等就十万,109,3室2厅,高层,16,南向,2010,27156,296,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6486,后市街,"两房朝南,户型正气,价格实惠,关键是房东诚心出售",31,1室1厅,低层,7,南北向,1998,35484,110,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6487,朗诗国际街区,"朗诗国际大三房,开发商精装修,高,小区人文和谐,宜居住",138,3室2厅,低层,31,南北向,2010,23913,330,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6488,朗诗国际街区,"朗诗好房系统物业,精装送车位顶跃采光通风很好,近物美",82,2室1厅,高层,32,南北向,2010,27927,229,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6489,伊萨卡国际城,"满五年没双税,精装修,户型好,无遮挡全江景",139,4室2厅,高层,34,南北向,2000,20144,280,杭州经济技术开发区学正小学,0.30km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6490,静怡花苑,温馨两房朝南电梯房四季青周边经济两房温馨的家园,71,2室1厅,低层,23,南向,2003,34507,245,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6491,静怡花苑,"钱江新城板块,两房朝南,精致装修,采光好,诚心出售",71,2室1厅,低层,18,南北向,2003,35157,250,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6492,静怡花苑,近四季青 两房朝南电梯房 楼层,73,2室1厅,中层,18,南向,2003,31318,230,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6493,朗诗国际街区,"精装修, 站 带车位",82,2室1厅,高层,32,南向,2008,28049,230,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6494,左邻右舍,"舒适大四房,50米,自住30万精装修置换急售",140,4室2厅,中层,14,南北向,2009,23571,330,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6495,后市街,注意了 2楼 后市街 175万 留住美好!,43,1室1厅,低层,7,南北向,1996,40698,175,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6496,后市街,"新出后市街好房,全明边套出售,业主只委托我出售,欢迎来来电",49,2室1厅,高层,8,南北向,1996,37701,185,杭州市高银巷小学,0.22km,清波,13个小区,否,是,是,否,否,否,是,否,否,否,否
6497,静怡花苑,"静怡花园,高层电梯房,户型方正,无浪费面积,楼层好,采光好",130,3室2厅,高层,26,西南向,2000,29167,378,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6498,静怡花苑,钱江新城 静怡花园 精装修 好房三室两厅两卫,113,3室2厅,低层,18,南北向,2003,30973,350,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6499,左邻右舍,左邻右舍 南北通透精装大两房 可 小区自带泳池看房随,98,2室2厅,中层,11,南北向,2009,28718,280,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6500,静怡花苑,"静怡花园,高层电梯房,户型方正,无浪费面积 楼层好,采光好",73,2室1厅,中层,18,南北向,2003,39452,288,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6501,静怡花苑,四季青 两房朝南 一房朝北 给力采光 看房方便!,131,3室2厅,高层,26,南北向,2010,39379,515,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6502,静怡花苑,近四季青 电梯两房 全明户型 两房朝南东边套 总价低,73,2室1厅,中层,18,东南向,2000,37808,276,滨江第一小学,0.37km,钱江新城,8个小区,是,是,否,否,否,否,是,否,否,否,否
6503,朗诗国际街区,"朗诗国际,精装大两房南北通透采光好公交就在,楼层",81,2室1厅,中层,32,南北向,2010,25859,210,杭州经济技术开发区学正小学,1.11km,下沙沿江,7个小区,是,否,否,否,否,是,否,否,否,否,否
6504,左邻右舍,新上!!精装40万带车位!户型好税!!,131,3室2厅,高层,11,南北向,2009,28244,370,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
6505,左邻右舍,左邻右舍35万精装没住过人送家具家电税+急售,89,2室2厅,高层,11,南北向,2009,27142,242,杭州师范大学东城小学,0.23km,九堡,8个小区,否,是,是,否,否,否,否,否,否,否,否
